CCSR_Code,CCSR_label,proc_cd
EXT014,111,T50Z14A
EXT014,111,T50Z91A
EXT014,111,T50Z92A
EXT014,111,T50Z93A
EXT014,111,T50Z94A
EXT015,112,T510X1A
EXT015,112,T510X2A
EXT015,112,T510X3A
EXT015,112,T510X4A
EXT015,112,T511X1A
EXT015,112,T511X2A
EXT015,112,T511X3A
EXT015,112,T511X4A
EXT015,112,T512X1A
EXT015,112,T512X2A
EXT015,112,T512X3A
EXT015,112,T512X4A
EXT015,112,T513X1A
EXT015,112,T513X2A
EXT015,112,T513X3A
EXT015,112,T513X4A
EXT015,112,T518X1A
EXT015,112,T518X2A
EXT015,112,T518X3A
EXT015,112,T518X4A
EXT015,112,T5191XA
EXT015,112,T5192XA
EXT015,112,T5193XA
EXT015,112,T5194XA
EXT015,112,T520X1A
EXT015,112,T520X2A
EXT015,112,T520X3A
